movie_id,year,certificate,runtime,director,star,rating
tt16358282,2021.0,,81 min,Vali Dobrogeanu,"Andrei Selaru, 
Diana Condurache, 
Andrei Gavril, 
Madalin Serban",2.6
tt0945327,2008.0,,74 min,Don Barnhart Jr.,"Linda Vu, 
Don Barnhart Jr., 
Don Turner, 
Porsche Ing-Johnson",5.5
tt8751976,2019.0,Not Rated,157 min,Rajath Ravishankar,"Karthi, 
Rakul Preet Singh, 
Karthik, 
Prakash Raj",4.8
tt25892298,2022.0,,78 min,Hu Jianjun,"Ming Cen, 
Fei Dai, 
Dongfeng Yue",4.7
tt0401089,2004.0,,115 min,Vladimir Khotinenko,"Sergey Makovetskiy, 
Marat Basharov, 
Andrey Krasko, 
Dmitriy Ulyanov",6.5
tt10275080,2020.0,,101 min,Terry Spears,"Katie Burgess, 
Connie Franklin, 
Sidney Flack, 
Luke Wyckoff",2.1
tt0493417,2007.0,,144 min,Ahmed Khan,"Sunny Deol, 
Shahid Kapoor, 
Vivek Oberoi, 
Ayesha Takia",3.5
tt14668224,2021.0,,208 min,"Murtaza Otash Jamjam, 
Ilker Can Karagulle, 
Nakib Jahan","Saruar Abedin, 
Sahel Ahmed, 
Adem Arslan, 
Afiea Nusrat Barsha",3.3
tt15249688,2022.0,,,Juan C.vazquez,"Juan C.vazquez, 
Robert LaSardo, 
Tyler Gallant, 
Mike Gassaway",
tt7105196,2021.0,,85 min,Sebastian Mattukat,"Xenia Assenza, 
Erkan Acar, 
Gedeon Burkhard, 
Alexander Schubert",4.5
tt2198235,2013.0,Not Rated,92 min,Amit Kumar,"Vijay Varma, 
Nawazuddin Siddiqui, 
Neeraj Kabi, 
Geetanjali Thapa",6.6
tt4741412,2016.0,Not Rated,91 min,Vijay Kumar,"Vijay Kumar, 
Chandru, 
Mime Gopi, 
Citizen Sivakumar",7.9
tt21160106,2022.0,,105 min,Gleb Orlov,"Tikhon Zhiznevskiy, 
Aleksey Serebryakov, 
Diana Pozharskaya, 
Artyom Tkachenko",5.8
tt0364647,2004.0,Not Rated,175 min,Kamal Haasan,"Kamal Haasan, 
Abhirami, 
Pasupathy, 
Napolean",8.4
tt11423818,2022.0,,153 min,Digpal Lanjekar,"Mrinal Kulkarni, 
Chinmay Mandlekar, 
Sameer Dharmadhikari, 
Ajay Purkar",8.5
tt2112131,2012.0,Not Rated,120 min,Arbaaz Khan,"Salman Khan, 
Sonakshi Sinha, 
Prakash Raj, 
Vinod Khanna",4.8
tt8344316,2022.0,,88 min,"Tim Clague, 
Danny Stack","Doug Cockle, 
Griff Rhys Jones, 
Nicole Faraday, 
Christos Lawton",7.2
tt7208648,2017.0,Not Rated,134 min,B.V.S. Ravi,"Sai Dharam Tej, 
Mehreen Pirzada, 
Prasanna, 
Subbaraju",4.7
tt11237650,2022.0,,,"Franco Nero, 
Owen Teale, 
Amitabh Bachchan, 
Katherine Norland",,
tt0374184,2003.0,,93 min,"Johnnie To, 
Ka-Fai Wai","Andy Lau, 
Cecilia Cheung, 
Eddie Cheung, 
Wong Chun",6.6
tt0272607,2001.0,,,Raj Kanwar,"Sunny Deol, 
Preity Zinta, 
Jackie Shroff, 
Om Puri",4.4
tt5922940,2016.0,,90 min,Stefano Calvagna,"Stefano Calvagna, 
Francesca Fiume, 
Giulia Anchisi, 
Emanuele Cerman",5.9
tt4833824,2015.0,Not Rated,135 min,Upendra,"Upendra, 
Kristina Akheeva, 
Parul Yadav, 
Sayaji Shinde",7.8
tt3594826,2015.0,Not Rated,123 min,Kaige Chen,"Baoqiang Wang, 
Xuejian Li, 
Wei Fan, 
Chi-Ling Lin",5.5
tt0279809,2000.0,R,92 min,Lloyd A. Simandl,"Kari Wuhrer, 
Jennifer Rubin, 
Leo Rossi, 
Miles O'Keeffe",3.5
tt5636234,2016.0,,85 min,Mark Polonia,"Greta Volkova, 
Ken Van Sant, 
Titus Himmelberger, 
James Carolus",2.1
tt8503508,2018.0,,97 min,Husain El-Minbawi,"Mohamed Emam, 
Yasmine Sabri, 
Bayoumi Fouad, 
Rehab El Gamal",5.4
tt4186118,2014.0,,158 min,Amal Neerad,"Fahadh Faasil, 
Jayasurya, 
Lal, 
Isha Sharvani",7.7
tt15768408,2022.0,,138 min,"Maruf Ahmed, 
Jyoti Das, 
Subrat K. Khatoi, 
N Mahendran","Mihir Das, 
Abhishek Giri, 
Adnan Islam, 
Bobby Mishra",6.9
tt5500416,2016.0,Not Rated,145 min,T. Santhosh,"Atharvaa Murali, 
Catherine Tresa, 
Tarun Arora, 
Bhagyaraj",5.9
tt1496832,2010.0,Not Rated,152 min,N. Linguswamy,"Karthi, 
Tamannaah Bhatia, 
Milind Soman, 
Jagan",6.5
tt5832544,2017.0,Not Rated,131 min,Radha Krishna Jagarlamudi,"Nandamuri Balakrishna, 
Hema Malini, 
Shriya Saran, 
Kabir Bedi",6.4
tt1514044,2019.0,Unrated,89 min,Phil Condit,"Ange Maya, 
Tom Cochran, 
Beau Nelson, 
Laura Cotenescu",3.2
tt11640022,2021.0,Not Rated,131 min,Anandan .M.S.,"Vishal, 
Regina Cassandra, 
Shraddha Srinath, 
Robo Shankar",6.4
tt0255305,2000.0,Not Rated,157 min,Neeraj Vora,"Akshay Kumar, 
Mahima Chaudhry, 
Antara Mali, 
Sudhanshu Pandey",5.2
tt16914952,2022.0,,138 min,G.B. Krishna,"Aadi, 
Amani, 
Chakrapani Ananda, 
Anil",5.9
tt2351392,2016.0,,103 min,Xandar,"Kevin Tanski, 
Robert Woodley, 
Chris Clark, 
Mike Sarcinelli",1.6
tt7260818,2018.0,Unrated,84 min,Stewart Sparke,"Lyndsey Craine, 
Michaela Longden, 
Lizzie Aaryn-Stanton, 
Daniel Thrace",4.7
tt21843718,,,,Fansu Njie,Daniel Stisen,
tt0473658,2004.0,Not Rated,89 min,Toshiya Shinohara,"Kappei Yamaguchi, 
Satsuki Yukino, 
Kôji Tsujitani, 
Houko Kuwashima",7.2
tt5827590,2018.0,,101 min,Jingle Ma,"Tony Chiu-Wai Leung, 
JeeJa Yanin, 
Cung Le, 
Kris Wu",4.7
tt2271315,2012.0,,100 min,Kôzô Kusuba,"Shihoko Hagino, 
Yumi Kakazu, 
Subaru Kimura, 
Wasabi Mizuta",6.6
tt5656126,2019.0,Not Rated,95 min,Dallas King,"Natascha Hopkins, 
Bobby Scalercio, 
Nathalia Castellon, 
Tamra Dae",2.7
tt1483821,2010.0,Not Rated,135 min,Sarann,"Ajith Kumar, 
Sameera Reddy, 
Bhavana, 
Prabhu",3.7
tt5437956,,,,Nicolas Winding Refn,,
tt11194492,2019.0,,109 min,Adrian Teh,"Hairul Azreen, 
Fify Azmi, 
Ismi Melinda, 
Hilal Azman",6.3
tt0490210,2008.0,Not Rated,125 min,Ram Gopal Varma,"Amitabh Bachchan, 
Abhishek Bachchan, 
Aishwarya Rai Bachchan, 
Ravi Kale",6.7
tt12985294,,,,,,
tt4824316,2018.0,R,118 min,Mario Van Peebles,"William Fichtner, 
Ryan Guzman, 
Laz Alonso, 
Folake Olowofoyeku",3.5
tt2930934,,,116 min,,,
tt16430916,2021.0,,,Rubal Chhina,"Jaspal Singh Barnala, 
Billa Beniwal, 
Navkiran Bhatthal, 
Mahabir Bhullar",8.0
tt23031036,,,,Garrett Glassell,"Vu Mai, 
John J. Hansen, 
Victoria Pagnini, 
Joey Chase",
tt1071880,2008.0,R,123 min,Adrian Vitoria,"Scot Williams, 
Kenny Doughty, 
Cordelia Bugeja, 
Rosie Fellner",5.9
tt9811300,2022.0,,90 min,Marko Sopic,"Sonja Kolacaric, 
Radivoje Bukvic, 
Branimir Popovic, 
Jack Dimich",5.8
tt2339505,2014.0,Not Rated,118 min,Soundarya Rajinikanth Vishagan,"Rajinikanth, 
Deepika Padukone, 
R. Sarathkumar, 
Jackie Shroff",6.2
tt6413868,2018.0,,107 min,Emmet Cummins,"Dean Ridge, 
Ross O'Hennessy, 
Kezia Burrows, 
James Groom",3.9
tt2094767,2012.0,R,120 min,Dzhanik Fayziev,"Svetlana Ivanova, 
Maksim Matveev, 
Egor Beroev, 
Artyom Fadeev",5.6
tt10799690,,,,Dave Bautista,,
tt7624920,2022.0,,,Vikash Verma,"Anna Ador, 
Natalia Bak, 
Pawel Czech, 
Sylwia Czech",
tt8065768,2019.0,,77 min,Éric Cazes,"Declan Miele-Howell, 
David Schaal, 
Owen Frost, 
Violet Tucker Steel",5.2
tt0366291,2003.0,R,99 min,Lloyd A. Simandl,"Rena Lesnar, 
Daniela Krhutova, 
Lucie Vondrácková, 
Ryan MacDonald",3.1
tt2751140,2016.0,,83 min,Brandy Berry,"John Bobek, 
Donnabella Mortel, 
Zoë Bell, 
Tom O'Connell",2.8
tt2497808,2013.0,R,96 min,Giorgio Serafini,"Dolph Lundgren, 
Vinnie Jones, 
Randy Couture, 
Gianni Capaldi",3.8
tt1821317,2011.0,Not Rated,160 min,Vetrimaaran,"Dhanush, 
Taapsee Pannu, 
Jayabalan, 
Kishore Kumar G.",8.1
tt0858492,2006.0,Not Rated,161 min,S.S. Rajamouli,"Ravi Teja, 
Anushka Shetty, 
Annie, 
Brahmanandam",7.7
tt10151260,2019.0,,103 min,"Tarek Alarian, 
Ahmed Maher","Ahmed Ezz, 
Amr Youssef, 
Ahmad El-Fishawi, 
Ahmed Farag",7.1
tt23017932,2022.0,,,King Vader,"Lizzy Ashliegh, 
Dominique Barrett, 
Rustic Bodomov, 
Darian Brewer",
tt0490170,2008.0,Not Rated,180 min,Harry Baweja,"Harman Baweja, 
Priyanka Chopra Jonas, 
Boman Irani, 
Archana Puran Singh",2.6
tt12330400,2022.0,,,John Stephen Baltazar,"Bashar Atiyat, 
Noel Blanco, 
Thais Buchner, 
Mars Callo",6.6
tt13899926,2022.0,,95 min,Dung Luong Dinh,"Jessica Minh Anh, 
Anh Tuan Hac Martial Art, 
Alexandre Nguyen, 
Hoang Phuc Nguyen",4.6
tt23744802,,,,Bert,Keke Palmer,
tt2861320,2013.0,Not Rated,141 min,K.S. Ravikumar,"Sanjay Dutt, 
Prachi Desai, 
Prakash Raj, 
Om Puri",4.2
tt5671298,2018.0,,141 min,Peng Zhang,"Lei Wu, 
Tony Ka Fai Leung, 
Carina Lau, 
Yishang Zhang",2.8
tt0246500,2001.0,R,92 min,Chris Ver Wiel,"Christian Slater, 
Tim Allen, 
Portia de Rossi, 
Richard Dreyfuss",6.3
tt1330525,2008.0,Not Rated,109 min,Dante Lam,"Nicholas Tse, 
Jingchu Zhang, 
Nick Cheung, 
Pu Miao",6.8
tt3410282,2022.0,,90 min,Jarno Elonen,"Marko Salminen, 
Antti Peltonen, 
Marko Loukaskorpi, 
Matti Toivio",6.5
tt2369154,2013.0,Not Rated,146 min,Prabhu Deva,"Shahid Kapoor, 
Sonakshi Sinha, 
Sonu Sood, 
Ashish Vidyarthi",5.2
tt1691832,2010.0,,110 min,Benny Chan,"Aaron Kwok, 
Shu Qi, 
Jing Wu, 
Jingchu Zhang",4.7
tt6047974,2017.0,,54 min,Takeshi Koike,"Masuo Amada, 
Hisao Egawa, 
Richard Epcar, 
Takaya Hashi",7.3
tt2257816,2013.0,Not Rated,97 min,William Dear,"Kris Kristofferson, 
Jodelle Ferland, 
Chelah Horsdal, 
Matt Mazur",5.1
tt2107814,2012.0,,130 min,Til Schweiger,"Numan Acar, 
Volker Albers, 
Loyd Bateman, 
Gode Benedix",5.7
tt0813996,2006.0,,123 min,Asshu Trikha,"Akshay Kapoor, 
Dia Mirza, 
Yatin Karyekar, 
Jayant Kripalani",3.7
tt1454461,2009.0,,140 min,Sangeeth Sivan,"Bobby Deol, 
Shriya Saran, 
Kulbhushan Kharbanda, 
Sachin Khedekar",4.8
tt1836212,2011.0,Unrated,78 min,Jason Trost,"Jason Trost, 
Lucas Till, 
James Remar, 
Sophie Merkley",3.9
tt11430262,2020.0,Not Rated,133 min,Ramana Teja,"Naga Shaurya, 
Mehreen Pirzada, 
Jisshu Sengupta, 
Prince Cecil",6.4
tt6389080,2016.0,Not Rated,137 min,Mohan G.,"Prajin Padmanabhan, 
Ashmitha, 
Richard Rishi, 
Nishanth",5.3
tt5274150,2020.0,,,"Karen Kopy, 
Jenn E. Morrison, 
Jeremy Williams, 
Emily Wryn, 
Jason Freeman, 
Shane Ryan-Reid","Shane Ryan-Reid, 
Kevin Gage, 
Kathryn Eastwood, 
Bai Ling",6.7
tt6001846,,,,Santiago Manes Moreno,"Maggie Q, 
Ben Kingsley, 
Peter Facinelli, 
Vincent Young",
tt5701082,2016.0,Not Rated,142 min,Anil Ravipudi,"Sai Dharam Tej, 
Raashi Khanna, 
Rajendra Prasad, 
Ravi Kishan",6.1
tt22000724,,,,James Mark,"Jim Belushi, 
Martin Kove, 
Christina Ochoa, 
Eric Johnson",
tt14111328,2021.0,,88 min,Peter Angelov,"Sergey Bara, 
Ivan Bezborodov, 
Berik Burmakov, 
Razmik Chragyan",2.7
tt19267476,2022.0,,120 min,Rhett Norsworthy,"Isaiah Long, 
Rhett Norsworthy, 
Noah Matos, 
Noel Norsworthy",
tt12169664,2021.0,,93 min,Bakhtyar Fatah,"Mahir Hasan, 
Shwan Attoof, 
Sirwan Jamal, 
Besaran Jasim",7.9
tt4956984,2016.0,,98 min,Hallvard Bræin,"Anders Baasmo, 
Ida Husøy, 
Otto Jespersen, 
Sven Nordin",5.9
tt0396659,2003.0,Not Rated,99 min,Toshiya Shinohara,"Kappei Yamaguchi, 
Satsuki Yukino, 
Kôji Tsujitani, 
Houko Kuwashima",7.6
tt0401248,2003.0,Unrated,118 min,Ekachai Uekrongtham,"Asanee Suwan, 
Sorapong Chatree, 
Orn-Anong Panyawong, 
Nukkid Boonthong",7.1
tt15303378,,,,Stan Derain,"Mariann Gavelo, 
Stan Derain, 
Natalie Polisson, 
Jennifer Day",
tt1379228,2009.0,Not Rated,165 min,Bala,"Arya, 
Pooja Umashankar, 
Motta Rajendran, 
Krishnamoorthy",7.7
tt14941348,2021.0,,129 min,Takashi Miike,"Tôma Ikuta, 
Paolo Andrea Di Pietro, 
Ken'ichi Endô, 
Mitsuru Fukikoshi",6.1
tt5167200,2020.0,Not Rated,92 min,Matt Bilen,"Patrick Thompson, 
Peta Sergeant, 
Alan Powell, 
In-pyo Cha",3.6
tt12117810,,,,,,
tt6712026,2017.0,Not Rated,150 min,K.V. Anand,"Vijay Sethupathi, 
Madonna Sebastian, 
Thesingu Rajendar, 
Bose Venkat",7.1
tt3398048,2015.0,Not Rated,157 min,Amit Ravindernath Sharma,"Arjun Kapoor, 
Sonakshi Sinha, 
Manoj Bajpayee, 
Deepti Naval",4.2
tt0928160,2008.0,,150 min,"Y.V.S. Chowdary, 
Gopireddy Mallikarjuna Reddy","Nandamuri Balakrishna, 
Simran, 
Anushka Shetty, 
Priyanka Kothari",1.8
tt6903440,2019.0,Not Rated,148 min,"Radha Krishna Jagarlamudi, 
Kangana Ranaut","Kangana Ranaut, 
Danny Denzongpa, 
Suresh Oberoi, 
Atul Kulkarni",6.4
tt2571140,2013.0,Not Rated,143 min,Anthony D'Souza,"Akshay Kumar, 
Shiv Panditt, 
Mithun Chakraborty, 
Ronit Roy",5.1
tt6613814,2017.0,Not Rated,154 min,Bejoy Nambiar,"Dulquer Salmaan, 
Dhansika, 
Sai Tamhankar, 
Neha Sharma",7.1
tt11730914,2022.0,,130 min,Karthick Naren,"Dhanush, 
Malavika Mohanan, 
Samuthirakani, 
Smruthi Venkat",4.4
tt1770650,2010.0,R,106 min,Panna Rittikrai,"Sorapong Chatree, 
Kerttisak Udomnak, 
Krittiya Lardphanna, 
Supakson Chaimongkol",5.4
tt12435474,,,,Max Barbakow,"Jason Momoa, 
Peter Dinklage",
tt3033080,2014.0,Not Rated,103 min,Adam Spinks,"Sarah Mac, 
Ben Loyd-Holmes, 
Neil Newbon, 
Daniel Caren",3.2
tt5980232,2016.0,Not Rated,163 min,Gokul,"Karthi, 
Nayanthara, 
Sri Divya, 
Vivek",5.6
tt7897478,2018.0,,113 min,Ebrahim Hatamikia,"Babak Hamidian, 
Hadi Hejazifar, 
Pierre Dagher, 
Layth Al-Mufti",5.4
tt6055082,2017.0,,98 min,Matt Drummond,"Jordan Dulieu, 
Annabel Wolfe, 
Scott Irwin, 
Beth Champion",4.0
tt5548032,2016.0,Not Rated,143 min,Priyadarshan,"Mohanlal, 
Samuthirakani, 
Anusree, 
Vimala Raman",7.3
tt0435716,2009.0,R,99 min,Jeremy Alter,"Anton Pardoe, 
Anthony Dilio, 
David Beck, 
Ken Clark",4.4
tt11350284,2021.0,Not Rated,89 min,Tom Paton,"Jean-Paul Ly, 
Andrew Lee Potts, 
James Warren, 
Adesuwa Oni",3.8
tt5780034,2017.0,,168 min,Jiyen Krishnakumar,"Prithviraj Sukumaran, 
Mohanlal, 
Suraj Venjaramoodu, 
John Kokken",6.5
tt6721358,2017.0,,124 min,"Shigeaki Kubo, 
Tsuyoshi Nakakuki","Takanori Iwata, 
Nobuyuki Suzuki, 
Keita Machida, 
Kenjirô Yamashita",7.1
tt6186910,2018.0,Not Rated,170 min,R. Ajay Gnanamuthu,"Nayanthara, 
Atharvaa Murali, 
Anurag Kashyap, 
Raashi Khanna",7.3
tt14697030,,,,Prashanth Neel,N.T. Rama Rao Jr.,
tt0783532,2008.0,R,119 min,Ralph Ziman,"Rapulana Seiphemo, 
Jeffrey Sekele, 
Ronnie Nyakale, 
Shelley Meskin",7.3
tt8354370,,,,Michael B. Jordan,,
tt1244666,2009.0,,113 min,Yoshihiro Nakamura,"Atsushi Itô, 
Kiyohiko Shibukawa, 
Noriko Eguchi, 
Hidekazu Mashima",7.5
tt21638298,,,,Mélanie Laurent,"Mélanie Laurent, 
Adèle Exarchopoulos, 
Isabelle Adjani, 
Félix Moati",
tt0365653,2004.0,R,90 min,Kevin O'Neill,"Costas Mandylor, 
Charles Napier, 
Bruce Weitz, 
Matt Borlenghi",3.4
tt8332454,2020.0,R,90 min,Spencer Folmar,"Sherilyn Fenn, 
Cathy Moriarty, 
Nicholas Turturro, 
Lawrence Hilton-Jacobs",5.0
tt3469284,2015.0,Not Rated,87 min,Mark Polonia,"Danielle Donahue, 
Jeff Kirkendall, 
Bob Dennis, 
James Carolus",1.8
tt2108659,,,,Gina Rodriguez,,
tt1618430,2011.0,R,128 min,Rohan Sippy,"Abhishek Bachchan, 
Deepika Padukone, 
Bipasha Basu, 
Rana Daggubati",6.2
tt2345561,2012.0,Not Rated,100 min,B. Unnikrishnan,"Mohanlal, 
Priyamani, 
Babu Antony, 
Arjun Nandakumar",6.9
tt1039989,2008.0,Not Rated,135 min,Rohit Shetty,"Ajay Devgn, 
Ayesha Takia, 
Arshad Warsi, 
Irrfan Khan",5.5
tt3542320,2014.0,Not Rated,142 min,Puri Jagannadh,"Nithiin, 
Adah Sharma, 
Vikramjeet Virk, 
Brahmanandam",5.3
tt9665402,2019.0,Not Rated,161 min,Teja,"Sai Srinivas Bellamkonda, 
Kajal Aggarwal, 
Meena Kumari, 
Bhagyaraj",4.8
tt0265709,2001.0,R,91 min,Dominique Forma,"Jeff Bridges, 
Jon Abrahams, 
R. Lee Ermey, 
Mädchen Amick",5.7
tt3148552,2017.0,,100 min,Drew Hall,"Clayne Crawford, 
Ethan Embry, 
Mykelti Williamson, 
Gary Grubbs",4.2
tt11957526,2021.0,,,"Robert Pralgo, 
Roman Weaver","Ray Lloyd, 
Ernest Miller, 
Luther Biggs, 
Tonga Fifita",
tt1590796,2010.0,Not Rated,89 min,"Noboru Iguchi, 
Yoshihiro Nishimura, 
Tak Sakaguchi","Asami, 
Tak Sakaguchi, 
Naoto Takenaka, 
Yoshihiro Nishimura",5.6
tt4247682,2016.0,,85 min,Lou Simon,"Jamie Bernadette, 
Katie Carpenter, 
Gema Calero, 
Lou Simon",3.0
tt2152896,2008.0,Not Rated,145 min,M. Sasikumar,"Jai, 
M. Sasikumar, 
Swathi Reddy, 
'Ganja' Karuppu",8.1
tt12104152,,,,J.C. Chandor,"Jessica Chastain, 
Oscar Isaac, 
Alessandro Nivola, 
Catalina Sandino Moreno",
tt15131242,,,,Tara Reid,"Tara Reid, 
Yasmine Bleeth, 
Jesse Jane, 
Coolio",
tt2638048,2015.0,Not Rated,83 min,Richard Lowry,"Barry Lynch, 
Travis Hammer, 
Christine Joëlle, 
Booboo Stewart",3.5
tt2302601,2013.0,Not Rated,90 min,Kimani Ray Smith,"Laci J Mailey, 
Terry Chen, 
Akotene Chanoine, 
Alyson Bath",4.0
tt0227194,2001.0,Not Rated,169 min,Shashilal K. Nair,"Shah Rukh Khan, 
Jackie Shroff, 
Juhi Chawla, 
Nirmal Pandey",5.5
tt15815090,2021.0,,110 min,Igor Kopylov,"Igor Petrenko, 
Mariya Mironova, 
Ivan Batarev, 
Sergey Gubanov",6.0
tt7136962,2017.0,Not Rated,76 min,Nahala Johnson,"Sheneka Adams, 
Gina Caliste, 
Kendrick Smith, 
Jessica Kylie",3.2
tt4177822,2016.0,R,80 min,Timothy Woodward Jr.,"Johnny Messner, 
Vinnie Jones, 
Estella Warren, 
James Remar",3.6
tt1251761,2008.0,R,103 min,Nontakorn Taweesuk,"Dan Chupong, 
Kessarin Ektawatkul, 
Jason Fenton, 
Philip Hersh",5.6
tt10751528,2020.0,Not Rated,84 min,Caleb Lisitsin,"Adam Corey, 
Nicholas Lisitsin, 
Aiden Gale, 
Caleb Lisitsin",7.6
tt3515632,2015.0,Not Rated,96 min,Timothy Woodward Jr.,"Tom Sizemore, 
Mischa Barton, 
Timothy Woodward Jr., 
Michael Paré",2.6
tt1155652,2008.0,,58 min,Mitsuru Obunai,"Maaya Sakamoto, 
Kenichi Suzumura, 
Takako Honda, 
Mamiko Noto",7.3
tt5136686,2017.0,,85 min,Nik Kacevski,"Joshua Brennan, 
Charlotte Best, 
Goran D. Kleut, 
Roger Sciberras",5.3
tt13391202,2021.0,,82 min,John Riggins,"Katrina Grey, 
Dean Alexandrou, 
John Flano, 
Russell Geoffrey Banks",1.5
tt15440524,2022.0,,,"Brandon Cornett, 
Ramon Sloan","Ciera Angelia, 
Jamal Woolard, 
Jeremy Meeks, 
Demaris Harvey",7.5
tt3822388,2014.0,Not Rated,156 min,Pa. Ranjith,"Karthi, 
Catherine Tresa, 
Kalaiyarasan, 
Jayabalan",7.9
tt19766466,2022.0,,,Ivan Mulero,"Olga Aguilar, 
Maria Conchita Alonso, 
Anderson Ballesteros, 
Pedro Cayuela",6.4
tt0275072,2002.0,Not Rated,95 min,Tomasz Wiszniewski,"Bob Hoskins, 
Sergiusz Zymelka, 
Krzysztof Majchrzak, 
Miroslaw Baka",6.7
tt13245502,2022.0,,121 min,Vimal Krishna,"Sidhu Jonnalagadda, 
Neha Shetty, 
Brahmaji, 
Pragathi",7.2
tt4136696,2014.0,Not Rated,104 min,Sang Jun Park,"Lee Min-ki, 
Park Sung-woong, 
Tae-im Lee, 
Jae-young Han",5.7
tt1451409,2007.0,Not Rated,161 min,Prabhu Deva,"Joseph Vijay, 
Asin Thottumkal, 
Prakash Raj, 
Vadivelu",7.5
tt10981012,2022.0,,166 min,Thu Pa Saravanan,"Vishal, 
Dimple Hayathi, 
Yogi Babu, 
Baburaj",6.3
tt23133806,2022.0,,108 min,Ismail Bob Hasim,"Zul Huzaimy, 
Faizal Hussein, 
Ridzuan Hashim, 
Vanida Imran",7.3
tt4276752,2015.0,Not Rated,127 min,Wuershan,"Kun Chen, 
Bo Huang, 
Shu Qi, 
Angelababy",5.9
tt15332622,2022.0,,83 min,Sophie Storm K.,"May Kelly, 
Danielle Scott, 
Chrissie Wunna, 
Sarah Alexandra Marks",3.8
tt3367294,2016.0,R,101 min,Enrique Begné,"Omar Chaparro, 
Joey Morgan, 
Eric Roberts, 
Kevin Pollak",4.8
tt0264333,2002.0,,96 min,Stefan Schwartz,"Alice Evans, 
Daniel Lapaine, 
Sophia Myles, 
Matthew Rhys",6.6
tt0369738,2004.0,R,90 min,Jeff Celentano,"Michael York, 
Alexander Nevsky, 
Richard Tyson, 
Robert Madrid",2.5
tt0289845,2001.0,,184 min,Rakeysh Omprakash Mehra,"Amitabh Bachchan, 
Raveena Tandon, 
Manoj Bajpayee, 
Nandita Das",5.8
tt21272022,2020.0,,91 min,Li Xi Jie,"Yangyang Long, 
Gu Shangwei, 
Miao Xie",6.9
tt1928335,2012.0,R,86 min,Raimund Huber,"Johnny Messner, 
Chia-Hui Liu, 
Ammara Siripong, 
Joe Lewis",4.4
tt10850450,2020.0,,78 min,Rene Perez,"J.D. Angstadt, 
Michael Arnel, 
Linda Bott, 
Joseph Camilleri",2.3
tt5457840,2016.0,Not Rated,148 min,Hanu Raghavapudi,"Nani, 
Mehreen Pirzada, 
Murli Sharma, 
Sampath Raj",7.4
tt0197951,2000.0,R,95 min,J. Stephen Maunder,"Jalal Merhi, 
Cynthia Rothrock, 
Loren Avedon, 
Carter Wong",4.0
tt15621500,2022.0,,83 min,Guanhua Han,"Clara Lee, 
Temur Mamisashvili, 
Da Qing, 
Jingjing Qu",5.4
tt9253188,2018.0,Not Rated,141 min,Sreenivas Mamilla,"Sai Srinivas Bellamkonda, 
Kajal Aggarwal, 
Mehreen Pirzada, 
Neil Nitin Mukesh",5.6
tt0356336,2004.0,,109 min,Frédéric Schoendoerffer,"Vincent Cassel, 
Monica Bellucci, 
André Dussollier, 
Charles Berling",5.4
tt0385622,2005.0,Not Rated,88 min,Jim Wynorski,"Antonio Sabato Jr., 
Michael Paré, 
Brianne Davis, 
Kevin Dobson",3.7
tt7537738,2019.0,,157 min,M. Padmakumar,"Mammootty, 
Unni Mukundan, 
Achuthan B. Nair, 
Siddique",5.4
tt6494052,2017.0,Not Rated,150 min,Trinadha Rao Nakkina,"Nani, 
Keerthy Suresh, 
Naveen Chandra, 
Sachin Khedekar",6.4
tt0368811,2003.0,Not Rated,122 min,Soumitra Ranade,"Jaaved Jaaferi, 
Gulshan Grover, 
Manav Kaul, 
Joy Fernandes",5.9
tt5132854,2015.0,,120 min,Ghaz Abu Bakar,"Shaheizy Sam, 
Zizan Razak, 
Nora Danish, 
Hushairi Husain",6.7
tt6185674,2017.0,,145 min,Kalyan Krishna,"Rakul Preet Singh, 
Avantika, 
Naga Chaitanya Akkineni, 
Vennela Kishore",5.6
tt7188742,2017.0,Not Rated,138 min,Puri Jagannadh,"Nandamuri Balakrishna, 
Shriya Saran, 
Musskan Sethi, 
Vikramjeet Virk",4.4
tt3846972,2015.0,,119 min,Tomoyuki Takimoto,"Tadanobu Asano, 
Kumiko Asô, 
Toyotaka Hanazawa, 
Haru",5.4
tt2905768,2013.0,Not Rated,150 min,Chandra Sekhar Yeleti,"Gopichand, 
Taapsee Pannu, 
Shakti Kapoor, 
Raaj Singh Arora",6.7
tt0167116,2002.0,R,88 min,Richard Greenberg,"Brent Roam, 
Shawn Woods, 
Christopher Bersh, 
Kiefer Sutherland",6.0
tt5457772,2016.0,Not Rated,159 min,Boyapati Srinu,"Allu Arjun, 
Aadhi, 
Rakul Preet Singh, 
Catherine Tresa",6.5
tt13871364,2021.0,,90 min,Dastan Khalili,"Eli Jane, 
Kelcey Watson, 
Joan Wong, 
Lorenzo Antonucci",4.4
tt21387514,2022.0,,103 min,Jung Woo-sung,"Jun-han Kim, 
Nam-gil Kim, 
Jung Woo-sung",6.4
tt13642366,2022.0,,109 min,Fajar Nugros,"Abidzar Al Ghifari, 
Febby Rastanty, 
Juan Bione Subiantoro, 
Jourdy Pranata",7.6
tt21074588,,,,Vivek Chauhan,"Lankesh Bhardwaj, 
Sanjay Dutt, 
Sunny Deol, 
Mithun Chakraborty",
tt0435696,2005.0,R,94 min,Dolph Lundgren,"Dolph Lundgren, 
Ben Cross, 
Ivan Petrushinov, 
Olivia Lee",5.5
