year,runtime,director_count,star_count,rating_class
2008,86,3,2,1
2016,100,1,16,3
2016,71,1,1,2
2017,105,2,1,3
2016,73,1,1,2
2020,71,1,1,1
2018,78,1,1,3
2020,80,3,2,3
2009,84,1,1,2
2011,90,1,1,1
2002,88,14,1,3
2015,105,1,1,3
2018,96,1,3,2
2021,86,1,1,2
2009,78,1,1,3
2014,100,2,1,2
2010,103,1,1,2
2003,100,1,1,2
2021,96,19,1,3
2018,101,1,1,4
2002,88,1,1,2
2011,92,2,2,1
2002,84,2,1,2
2008,92,1,1,3
2009,117,1,1,3
2021,78,1,1,1
2017,89,1,1,1
2017,99,1,1,2
2010,69,1,1,3
2020,45,1,1,3
2012,92,1,2,3
2017,90,1,1,2
2012,87,1,1,2
2021,86,1,1,2
2001,98,2,2,3
2019,72,2,3,1
2014,94,3,2,2
2014,100,1,1,2
2003,85,1,1,2
2010,118,2,1,2
2002,95,3,4,2
2010,103,1,1,2
2014,102,1,1,2
2009,95,1,1,1
2016,72,1,1,3
2012,106,1,1,1
2015,75,1,1,2
2014,105,1,1,2
2002,94,1,1,1
2002,105,1,1,2
2014,80,1,1,1
2005,82,1,2,1
2005,105,1,1,2
2011,88,1,1,1
2002,95,1,1,1
2019,80,8,1,2
2009,82,2,1,2
2003,88,1,1,1
2002,97,1,1,1
2008,98,5,2,2
2001,83,1,1,3
2009,76,2,1,1
2010,310,2,1,3
2005,88,2,1,2
2006,118,1,1,3
2003,96,1,1,1
2007,85,1,1,3
2012,80,2,1,2
2016,75,5,1,1
2007,90,1,1,3
2009,77,3,7,1
2015,131,1,1,3
2007,75,6,2,2
2003,89,1,2,2
2016,85,2,1,3
2014,97,1,1,1
2020,118,1,1,1
2012,90,1,1,4
2007,120,1,1,1
2014,62,3,1,3
2011,88,1,1,1
2015,82,1,1,3
2012,94,1,1,2
2012,111,7,1,4
2007,103,10,5,1
2016,90,1,1,2
2016,70,2,1,1
2010,61,1,1,1
2010,107,1,1,2
2013,95,3,1,4
2009,85,1,1,3
2014,92,1,1,2
2000,90,1,1,2
2017,90,1,1,1
2012,86,1,5,2
2004,82,1,1,1
2017,75,6,2,1
2018,105,1,1,2
2008,89,1,1,3
2010,90,2,1,1
2008,85,1,1,3
2018,96,1,1,3
2014,80,7,1,3
2012,49,2,2,4
2018,146,3,1,2
2013,64,1,1,1
2016,88,1,1,1
2013,58,2,1,3
2017,108,4,2,3
2015,80,1,1,2
2014,85,1,1,3
2006,113,1,6,2
2018,107,3,1,2
2006,85,10,5,2
2013,90,1,1,3
2020,70,1,1,1
2014,86,1,27,3
2014,89,1,2,3
2018,85,1,1,2
2013,91,1,1,3
2015,70,1,1,3
2001,96,1,1,2
2008,80,1,1,3
2004,98,1,1,2
2013,91,1,1,3
2012,63,1,1,2
2009,72,2,1,3
2012,94,2,1,2
2007,90,1,2,2
2016,66,1,1,1
2001,75,1,1,2
2011,90,1,1,1
2007,132,1,1,2
2011,75,1,1,2
2013,79,2,2,4
2017,108,3,1,3
2017,80,1,1,3
2009,85,1,1,2
2015,90,1,1,2
2009,91,1,1,2
2005,90,1,1,2
2018,101,1,1,1
2019,94,1,1,3
2001,81,1,1,1
2009,87,2,1,3
2012,87,1,27,2
2014,84,1,5,2
2006,91,1,2,1
2012,85,1,1,2
2012,90,1,1,4
2012,88,1,1,3
2017,62,1,1,3
2010,90,1,1,3
2001,86,2,2,2
2009,90,1,1,2
2015,100,1,1,3
2019,95,1,1,2
2011,75,4,3,1
2022,65,2,1,4
2021,91,2,1,1
2015,76,2,1,2
2003,95,1,1,2
2008,100,1,2,3
2001,77,3,6,2
2016,107,1,1,3
2015,93,1,1,2
2009,180,1,1,2
2019,79,1,1,2
2011,71,1,1,3
2003,91,2,1,2
2009,91,1,1,3
2011,98,1,1,3
2011,55,1,1,2
2009,76,1,1,2
2000,90,1,1,2
2017,121,1,1,3
2014,90,3,1,1
2015,85,1,1,3
2017,99,1,2,3
2000,100,3,4,2
2015,84,1,1,2
2009,70,3,1,3
2009,90,1,3,1
2017,83,1,1,3
2019,87,1,1,3
2008,97,1,1,2
2017,83,1,1,1
2003,92,2,1,1
2008,89,1,1,2
2006,100,7,1,4
2013,100,1,1,2
2016,97,1,1,3
2010,87,1,1,1
2016,87,1,1,2
2019,88,1,1,2
2013,89,2,2,2
2010,77,1,3,2
2011,118,2,1,2
2015,60,1,1,2
2016,110,1,1,1
2014,80,1,1,1
2015,70,1,1,1
2013,80,1,1,3
2013,110,1,1,3
2015,120,1,1,4
2018,64,1,1,1
2020,71,1,1,2
2010,75,9,1,0
2004,76,1,1,2
2009,90,1,1,2
2018,71,17,1,1
2018,87,1,1,3
2019,89,1,1,2
2009,90,1,1,3
2003,120,1,1,1
2016,87,1,1,1
2016,79,1,1,3
2006,75,1,1,0
2013,88,1,1,3
2011,82,2,1,3
2010,88,2,1,1
2015,85,3,1,3
2013,136,1,2,2
2015,62,1,1,4
2015,91,1,1,2
2017,56,1,1,1
2014,90,1,1,3
2009,87,1,1,3
2012,87,1,1,3
2016,63,2,1,2
2014,99,1,1,2
2018,81,1,1,2
2011,101,4,1,4
2015,104,2,1,3
2017,92,19,2,2
2013,85,1,1,3
2015,137,1,1,2
2013,102,19,1,4
2011,100,1,1,3
2022,160,2,1,4
2016,114,1,1,1
2017,89,1,1,3
2019,79,2,2,3
2004,82,1,1,2
2010,75,2,1,2
2017,87,1,1,3
2018,45,1,1,2
2016,56,2,1,4
2013,96,3,1,3
2011,90,1,1,3
2010,90,1,1,1
2009,91,1,1,2
2014,112,1,1,2
2014,103,1,1,3
2015,59,3,2,2
2015,90,1,1,4
2004,127,1,4,3
2009,90,3,1,1
2004,85,1,1,4
2012,100,1,1,3
2021,86,1,1,2
2016,90,1,1,2
2020,92,1,1,3
2016,80,1,1,3
2014,84,2,1,2
2019,122,1,1,3
2003,95,1,1,2
2011,63,3,4,3
2014,128,3,1,3
2016,94,1,1,2
2014,80,2,1,2
2020,99,19,1,2
2010,60,1,1,2
2010,95,1,2,2
2011,125,2,1,2
2021,56,1,1,2
2014,99,1,1,2
2016,53,3,2,2
2010,87,1,4,3
2013,90,2,2,2
2020,90,1,1,2
2009,88,1,1,2
2007,80,1,2,0
2018,90,1,1,2
2002,90,1,1,1
2000,90,1,2,2
2012,88,1,1,3
2016,78,1,1,3
2009,92,1,1,1
2018,86,2,1,2
2012,97,1,1,3
2010,81,1,1,4
2005,77,1,1,2
2014,55,1,1,3
2017,75,17,2,1
2000,90,1,1,2
2007,113,2,2,1
2019,53,1,1,4
2009,89,1,1,3
2010,70,1,1,3
2008,95,1,1,1
2016,94,4,1,2
2013,94,1,1,3
2014,90,2,1,1
2010,75,1,1,3
2020,72,1,1,4
2009,110,1,1,3
2017,115,1,1,4
2013,80,1,2,1
2005,98,10,5,1
2004,81,1,1,3
2015,98,1,1,0
2019,49,1,1,3
2006,83,1,1,2
2012,131,2,1,2
2020,79,1,1,4
2014,89,3,1,3
2008,110,1,1,2
2016,97,1,1,2
2010,90,2,1,2
2005,87,2,1,2
2007,100,1,1,3
2016,75,1,1,2
2011,90,1,1,4
2018,127,1,1,2
2012,90,1,1,2
2017,90,1,1,3
2013,109,4,1,1
2010,98,1,1,2
2016,113,1,1,2
2013,57,1,1,3
2011,95,2,1,3
2015,66,6,2,2
2011,82,1,1,3
2014,148,1,1,2
2016,95,2,1,2
2019,90,7,1,4
2021,96,1,1,2
2017,90,1,1,3
2012,86,1,1,1
2009,90,1,1,2
2021,84,1,1,2
2007,84,1,1,4
2013,95,4,1,2
2012,90,1,1,2
2015,82,3,1,2
2020,66,3,2,2
2015,86,1,1,3
2010,85,1,1,3
2009,77,1,1,2
2005,98,3,1,3
2017,110,1,1,1
2004,82,3,1,2
2000,86,1,1,3
2009,95,1,1,3
2019,127,1,1,2
2007,78,1,1,3
2014,80,1,1,3
2014,125,1,1,3
2019,93,1,1,4
2015,117,1,1,4
2021,50,1,1,4
2022,60,1,1,4
2018,86,1,1,1
2007,115,1,1,2
2015,87,1,1,3
2004,112,1,1,2
2017,106,1,1,2
2013,98,2,1,3
2006,114,2,1,1
2009,102,1,1,2
2014,70,1,1,2
2009,85,1,1,2
2017,90,1,1,1
2002,96,1,1,4
2012,100,1,1,1
2016,95,1,1,3
2015,126,1,1,3
2007,72,1,1,3
2014,70,11,1,2
2014,65,1,4,3
2012,105,1,1,2
2021,83,1,1,1
2013,81,1,1,1
2017,97,1,1,2
2019,46,1,1,1
2017,46,1,1,4
2000,87,1,1,2
2015,87,1,1,2
2015,60,1,1,1
2012,86,4,1,2
2005,90,8,1,2
2012,79,2,1,4
2014,98,1,1,3
2011,76,1,1,3
2020,62,1,1,3
2012,93,1,1,1
2010,71,1,1,3
2015,93,2,2,4
2011,90,3,1,3
2021,59,1,1,3
2001,106,1,1,3
2002,99,3,1,2
2013,88,1,1,3
2014,80,1,1,3
2014,110,1,1,2
2010,80,1,1,2
2012,99,1,1,2
2016,90,1,1,3
2009,97,2,1,2
2016,95,1,1,3
2016,82,1,1,2
2005,90,1,1,1
2013,120,2,1,3
2004,80,1,1,3
2000,83,1,1,3
2008,74,1,1,2
2004,94,4,3,3
2009,115,1,1,2
2012,135,1,1,1
2010,130,1,1,3
2000,86,2,2,3
2009,118,1,1,1
2012,47,1,1,1
2015,105,1,1,3
2008,65,1,1,1
2020,61,1,1,1
2008,94,2,1,1
2011,150,1,1,2
2011,91,1,1,2
2009,80,1,1,4
2017,75,2,1,3
2014,98,1,1,3
2009,90,4,3,1
2008,98,1,1,2
2007,86,4,1,1
2010,90,1,1,3
2011,70,1,1,3
2021,95,1,1,3
2003,88,1,1,1
2008,94,1,2,2
2021,136,2,2,4
2019,95,1,1,3
2012,103,1,1,1
2015,85,1,1,3
2012,78,1,1,2
2001,87,1,1,2
2016,108,1,1,1
2015,75,1,1,4
2016,83,1,1,3
2018,93,1,1,3
2015,134,7,6,3
2009,76,9,1,0
2004,101,1,1,2
2004,89,1,6,2
2010,87,14,3,2
2015,90,3,1,1
2005,90,1,1,3
2017,80,1,1,3
2006,150,1,1,3
2009,98,1,1,2
2017,75,1,1,3
2009,91,1,1,3
2005,103,1,1,1
2014,115,1,1,3
2012,83,1,1,1
2002,106,1,1,2
2016,81,1,1,1
2008,65,2,1,2
2008,92,2,1,2
2011,71,1,1,2
2002,111,1,1,2
2015,106,3,1,1
2002,101,1,1,2
2016,55,1,1,3
2010,92,1,1,1
2007,73,1,1,3
2012,122,3,1,2
2016,107,1,1,2
2006,71,1,1,3
2014,75,1,1,1
2017,130,1,1,3
2013,81,3,1,2
2011,72,2,1,1
2015,89,1,1,2
2003,90,2,1,1
2005,98,1,1,1
2016,105,1,1,3
2018,118,1,1,4
2012,56,1,1,3
2007,70,1,1,2
2019,90,5,1,1
2009,103,1,1,2
2013,60,1,1,4
2009,98,1,1,1
2000,97,1,1,2
2011,85,2,1,3
2000,102,1,1,2
2009,103,1,1,2
2015,86,1,1,2
2014,107,1,1,4
2019,90,1,1,1
2004,114,2,1,3
2004,94,1,1,2
2016,79,1,1,3
2010,89,1,1,3
2021,120,1,3,3
2009,81,1,1,2
2004,76,1,1,3
2010,85,1,1,2
2012,95,2,1,4
2009,85,1,1,3
2016,76,1,1,4
2008,88,1,1,1
2012,78,1,1,2
2012,129,2,1,2
2004,91,1,1,2
2019,50,2,1,2
2017,97,2,1,2
2013,106,1,1,4
2018,147,1,1,3
2012,107,1,1,3
2010,80,1,1,1
2014,94,1,1,1
2014,64,1,1,3
2013,90,1,1,2
2013,114,1,1,2
2015,99,1,1,3
2010,90,3,1,3
2013,90,1,1,2
2001,100,1,1,2
2020,70,1,1,1
2012,79,1,1,3
2012,92,1,1,3
2009,96,1,2,2
2011,82,1,1,2
2008,85,1,3,2
2006,78,1,1,2
2011,70,1,1,3
2005,119,2,1,3
2019,93,1,1,2
2014,81,2,1,1
2011,73,1,1,2
2008,108,1,1,3
2009,74,1,1,3
2018,85,1,1,2
2012,80,1,1,3
2010,98,1,1,1
2006,95,1,1,2
2006,116,1,1,3
2011,92,1,1,3
2001,90,1,1,2
2010,90,1,1,2
2019,86,1,1,2
2014,98,1,1,3
2022,63,1,1,4
2017,92,2,1,2
2007,80,2,3,2
2016,91,1,1,2
2016,52,1,1,4
2018,46,1,1,1
2016,93,1,1,4
2012,62,1,1,2
2010,120,2,1,2
2008,82,1,1,1
2002,83,1,1,2
2009,90,1,1,2
2010,85,1,1,2
2013,74,8,1,1
2008,81,1,1,2
2004,53,8,6,3
2001,60,1,1,4
2014,90,1,1,2
2020,51,1,1,4
2019,75,1,1,2
2014,97,1,1,4
2013,161,1,1,2
2007,91,1,1,2
2004,99,5,8,2
2020,149,2,2,3
2014,77,1,1,3
2006,74,1,1,2
2009,85,1,1,3
2020,69,1,1,3
2015,101,1,1,3
2015,80,1,1,2
2008,90,1,1,2
2003,116,1,1,2
2018,91,1,1,2
2004,92,1,1,3
2014,45,3,1,2
2013,99,1,2,3
2009,114,1,1,2
2003,80,1,1,2
2009,99,1,1,3
2017,77,1,1,2
2010,83,1,1,3
2021,120,1,1,3
2016,92,5,1,4
2007,99,1,1,2
2001,50,2,1,2
2005,110,6,2,3
2013,126,1,1,3
2012,89,1,1,2
2008,72,1,1,3
2010,87,1,1,1
2007,93,1,1,3
2015,90,1,1,3
2012,88,1,2,3
2014,89,1,1,3
2007,107,1,1,1
2017,95,2,2,1
2017,82,1,1,2
2005,90,2,1,3
2018,45,3,2,3
2015,62,4,2,3
2012,67,1,1,3
2016,74,2,1,3
2018,110,1,3,1
2016,58,2,1,3
2015,90,2,1,3
2010,50,1,2,4
2009,100,1,1,2
2014,75,1,1,3
2020,83,1,1,3
2017,74,2,1,4
2010,83,10,1,3
2015,94,1,2,2
2008,114,19,6,3
2016,148,1,2,3
2011,101,3,1,2
2011,45,1,1,2
2004,100,2,1,2
2010,105,19,6,3
2014,72,1,1,2
2006,84,2,1,3
2018,80,1,1,3
2010,114,1,1,2
2018,53,1,1,3
2014,166,1,1,3
2014,65,1,1,2
2014,70,1,1,4
2017,75,1,1,3
2010,102,1,1,2
2010,85,1,1,2
2015,48,2,1,3
2012,91,1,1,2
2015,81,1,1,4
2009,45,1,1,4
2007,96,3,1,4
2002,90,1,1,3
2017,48,1,1,4
2009,85,1,1,3
2011,98,1,1,2
2001,108,1,1,2
2010,100,1,1,1
2017,83,1,1,1
2016,96,1,1,4
2016,82,1,1,2
2014,86,1,1,2
2004,89,1,1,3
2008,70,6,1,2
2016,82,1,1,3
2007,90,1,1,2
2010,95,1,1,2
2011,89,1,1,1
2004,94,1,1,2
2017,63,1,1,2
2012,85,4,1,1
2008,90,1,1,1
2018,76,2,1,2
2016,78,1,1,4
2011,84,1,1,3
2004,98,1,1,2
2021,120,1,1,3
2012,86,1,1,3
2002,104,1,1,3
2009,103,1,1,2
2014,116,2,1,2
2011,75,2,1,3
2013,84,1,4,2
2009,128,1,1,2
2011,90,1,1,2
2014,100,1,1,3
2013,116,1,1,4
2021,107,1,1,2
2013,70,1,1,2
2012,99,1,1,3
2017,105,1,1,2
2012,80,1,1,2
2010,93,4,3,3
2016,83,1,1,4
2016,100,1,1,1
2012,88,1,1,3
2015,47,2,1,3
2020,85,2,1,3
2013,75,2,2,2
2019,48,1,1,3
2013,92,2,1,1
2015,90,1,1,4
2008,90,1,1,1
2012,94,2,2,2
2020,45,1,1,2
2013,110,1,1,3
2010,83,1,1,2
2012,126,1,1,3
2020,96,2,2,4
2015,91,1,1,3
2015,65,1,1,1
2021,82,2,1,4
2013,79,1,1,4
2012,87,2,1,3
2015,85,1,1,1
2021,77,1,1,1
2016,74,2,1,4
2015,122,1,1,2
2015,45,1,1,4
2011,103,1,1,4
2011,81,1,1,2
2009,85,1,1,3
2015,45,1,1,2
2020,118,1,1,3
2008,130,1,1,3
2012,89,2,1,3
2004,85,1,1,3
2015,80,1,1,1
2012,71,1,1,3
2001,126,1,1,2
2008,90,4,3,2
2001,90,3,2,2
2010,90,1,1,2
2008,47,1,1,3
2003,77,1,1,2
2007,87,2,1,3
2010,123,1,1,3
2017,95,1,1,3
2019,122,1,1,3
2010,101,1,1,2
2014,90,1,1,2
2002,98,1,1,2
2016,49,1,1,3
2017,70,2,2,3
2017,76,1,1,2
2018,76,3,2,1
2016,141,7,2,4
2008,84,1,1,1
2017,45,1,1,3
2013,80,1,1,3
2013,90,1,1,2
2007,120,1,1,3
2014,76,1,1,2
2010,54,1,1,2
2014,108,1,1,3
2013,87,2,1,3
2014,115,1,1,3
2011,90,1,1,2
2018,86,1,1,3
2014,77,1,1,2
2007,107,1,1,3
2013,62,1,1,2
2019,45,2,1,4
2004,84,1,1,3
2021,100,1,1,1
2002,83,2,4,2
2007,95,1,1,3
2013,75,1,1,3
2005,82,1,1,4
2003,87,1,1,1
2012,85,1,1,2
2019,85,1,1,1
2015,87,1,1,2
2019,100,1,1,2
2010,70,1,1,2
2016,94,1,1,3
2012,100,1,1,3
2014,95,1,1,2
2009,98,1,1,3
2020,73,1,1,3
2008,90,7,1,2
2010,100,1,1,2
2003,72,1,1,2
2010,120,5,1,1
2002,86,1,1,3
2022,92,1,1,1
2007,95,2,2,2
2013,90,2,2,2
2011,97,1,1,2
2019,112,2,1,3
2009,122,1,1,3
2002,93,1,1,2
2022,110,1,1,2
2010,115,1,2,2
2015,114,1,1,3
2021,73,1,1,3
2011,175,1,1,3
2013,95,1,1,2
2001,85,1,1,3
2011,95,1,1,1
2009,95,1,1,4
2005,117,2,1,2
2000,90,1,1,0
2008,119,1,2,2
2001,144,1,1,4
2005,108,1,1,3
2010,120,1,1,2
2017,91,1,1,3
2012,56,1,1,3
2013,69,1,1,2
2012,98,4,1,3
2017,133,5,1,3
2014,103,4,1,3
2015,83,1,1,2
2005,101,1,1,2
2012,90,1,2,3
2014,80,1,1,1
2004,92,1,1,2
2009,46,1,1,1
2003,87,1,1,2
2006,110,1,1,2
2016,91,1,1,2
2015,63,1,1,4
2012,90,1,1,2
2011,90,1,1,1
2004,83,2,1,4
2005,97,1,1,2
2017,96,1,1,2
2012,98,1,1,1
2017,91,1,1,4
2016,100,1,1,2
2006,100,1,1,2
2012,90,2,1,3
2008,102,1,1,2
2012,128,1,1,4
2009,89,1,1,1
2015,97,3,1,2
2006,100,1,1,2
2007,103,1,1,3
2020,52,5,5,4
2007,85,1,1,1
2013,101,1,1,1
2009,75,2,1,2
2010,46,2,1,2
2008,80,1,2,1
2019,47,1,1,2
2017,79,1,1,1
2018,97,1,1,2
2005,63,1,1,2
2008,107,1,1,2
2017,102,1,1,3
2021,139,1,1,3
2011,90,1,1,2
2012,108,1,1,4
2007,94,1,1,3
2016,119,1,1,3
2014,95,1,1,1
2012,140,1,1,3
2007,90,2,1,3
2010,115,1,1,3
2003,83,1,1,3
2007,108,1,1,3
2011,120,5,2,3
2010,88,2,1,3
2020,85,1,1,2
2013,71,1,1,2
2009,84,1,1,2
2013,76,2,1,2
2018,90,19,1,4
2011,80,1,1,2
2010,90,2,1,2
2005,88,2,1,3
2010,90,2,1,2
2017,93,1,1,2
2003,85,1,1,2
2014,94,1,1,3
2003,143,1,1,3
2013,118,1,1,2
2005,75,1,1,3
2008,61,2,2,3
2013,60,1,1,3
2014,7,1,1,3
2011,92,1,1,2
2011,114,19,2,2
2005,81,2,1,1
2008,84,1,1,1
2008,47,2,1,3
2003,52,2,1,4
2007,86,2,1,2
2009,87,1,1,2
2011,50,1,1,2
2007,84,1,1,2
2011,80,1,1,2
2015,88,1,1,3
2010,82,1,1,2
2015,60,1,1,1
2007,90,2,1,2
2007,51,1,1,3
2007,48,1,1,3
2017,120,1,1,3
2018,62,1,2,2
2002,85,1,1,2
2013,120,2,1,3
2008,99,1,1,2
2016,91,2,1,2
2006,92,1,1,2
2000,92,2,4,1
2012,60,1,1,3
2013,82,1,1,2
2015,104,1,1,1
2006,84,1,1,3
2011,92,1,1,1
2004,110,1,1,3
2015,91,1,1,3
2006,90,1,1,3
2014,96,7,6,2
2012,86,1,1,2
2013,76,1,1,3
2002,94,1,1,3
2013,100,1,3,3
2014,106,1,1,2
2012,110,1,1,3
2006,89,1,1,3
2013,90,2,1,2
2010,90,1,1,3
2017,112,7,1,4
2012,90,1,1,3
2020,120,1,1,3
2005,60,1,1,4
2000,108,1,1,3
2008,99,3,1,1
2008,97,1,1,4
2014,105,1,1,3
2011,120,1,1,3
2017,86,2,1,3
2012,114,2,1,2
2013,90,1,1,3
2007,104,4,1,1
2013,60,3,1,4
2013,45,1,1,2
2009,80,2,1,2
2018,97,1,1,2
2012,101,1,1,1
2005,60,1,1,2
2009,94,1,1,4
2011,90,1,1,4
2010,45,1,1,2
2010,90,1,1,3
2013,94,1,1,2
2012,100,1,1,1
2001,74,2,1,3
2011,50,1,1,2
2008,85,1,1,3
2011,103,1,1,3
2014,86,1,1,2
2014,95,3,1,2
2007,120,1,1,3
2000,94,1,1,3
2013,118,1,1,2
2013,60,1,1,3
2007,90,2,1,2
2017,99,1,1,2
2019,90,3,2,3
2018,92,1,1,2
2013,95,1,1,3
2019,120,1,1,1
2008,87,1,1,3
2009,80,1,1,2
2016,88,1,1,2
2004,91,1,1,2
2015,92,1,1,2
2010,90,1,1,2
2015,72,1,1,1
2000,85,1,1,1
2010,83,1,1,4
2009,91,1,1,3
2017,100,1,1,3
2009,93,1,1,3
2014,92,1,1,2
2007,90,1,1,4
2003,96,1,1,3
2012,48,1,1,3
2010,86,1,1,3
2001,73,7,1,2
2015,72,1,1,2
2010,88,1,6,1
2016,98,1,1,1
2021,102,1,1,4
2011,85,1,2,2
2013,91,1,1,3
2020,99,1,1,2
2014,86,1,1,4
2013,95,1,1,3
2010,90,1,2,2
2010,100,1,1,2
2012,90,1,1,3
2020,135,2,1,4
2008,46,1,1,3
2013,121,1,1,4
2015,45,1,1,3
2012,94,1,1,4
2015,149,1,1,3
2018,88,1,1,1
2002,78,1,1,2
2011,130,1,1,2
2012,111,1,1,3
2008,67,1,1,2
2010,91,2,1,3
2004,100,1,1,2
2002,50,1,1,3
2011,135,2,1,2
2010,107,2,2,3
2003,98,1,1,3
2019,69,1,1,1
2014,90,2,2,2
2010,86,1,1,2
2019,45,1,1,3
2007,70,1,1,2
2007,132,1,1,2
2019,118,1,1,3
2019,64,4,3,3
2015,47,1,1,3
2008,97,1,1,3
2002,94,1,1,3
2016,110,4,1,2
2009,90,1,1,2
2019,70,1,1,2
2011,110,2,1,2
2009,106,1,1,2
2012,82,1,1,4
2019,106,1,1,4
2016,85,1,1,3
2005,109,1,1,3
2008,86,1,1,3
2005,90,2,1,1
2015,110,1,1,4
2001,81,1,1,2
2011,145,1,1,2
2001,70,1,1,3
2008,84,1,1,2
2017,59,1,1,3
2018,80,1,1,4
2012,69,1,1,3
2009,88,1,1,3
2004,83,1,1,3
2011,91,2,1,4
2013,101,1,1,3
2016,70,1,1,3
2011,84,5,1,2
2015,86,1,1,3
2016,87,1,1,3
2009,120,1,1,3
2010,95,3,1,3
2010,70,1,1,4
2011,100,1,1,3
2012,87,2,1,2
2009,85,2,1,1
2010,84,2,2,1
2008,150,19,6,3
2003,104,1,1,2
2014,90,1,1,2
2016,122,1,1,1
2015,75,7,4,3
2010,70,3,1,4
2011,88,1,1,3
2009,90,3,1,3
2013,96,1,1,4
2017,46,1,1,1
2012,91,1,1,3
2004,70,1,1,3
2011,120,5,2,3
2003,81,1,1,3
2022,61,2,1,3
2018,91,1,1,2
2014,72,1,1,3
2005,81,2,1,2
2011,62,1,1,3
2007,120,4,1,1
2010,84,1,1,3
2011,90,1,1,2
2020,87,2,2,4
2016,90,1,1,2
2012,90,1,1,3
2009,90,5,1,3
2013,73,1,1,3
2017,90,1,1,3
2011,77,1,1,2
2006,99,4,3,4
2009,77,1,1,2
2004,90,1,1,3
2010,65,2,1,1
2004,90,2,1,2
2013,87,2,1,3
2010,82,4,2,2
2013,77,1,1,4
2008,105,2,1,2
2003,96,1,1,1
2003,98,2,1,2
2003,109,1,1,3
2016,101,1,1,2
2010,83,4,1,2
2015,78,1,1,3
2018,46,1,1,3
2010,47,1,1,3
2007,84,1,1,2
2014,120,1,1,3
2012,90,1,1,3
2003,85,2,1,3
2013,45,1,1,3
2011,90,1,1,3
2012,92,1,1,3
2013,90,1,1,2
2015,72,2,1,3
2012,62,1,1,3
2014,108,1,2,2
2004,700,1,1,2
2017,70,1,1,3
2014,65,3,1,3
2014,89,3,1,2
2018,90,1,1,2
2009,70,2,1,3
2013,84,1,1,4
2010,92,1,1,1
2016,75,1,1,3
2015,80,4,1,1
2017,80,2,1,1
2010,143,5,5,3
2011,87,3,1,3
2009,102,1,1,3
2018,98,1,1,2
2010,71,1,1,4
2012,90,1,1,2
2011,77,1,1,3
2008,90,1,1,3
2011,98,1,1,2
2013,93,1,1,1
2011,83,1,1,3
2013,86,1,1,3
2012,74,1,1,4
2013,117,1,1,3
2012,114,1,1,4
2015,65,1,1,3
2007,98,1,1,3
2010,74,1,1,2
2005,92,1,1,1
2011,90,1,1,3
2011,96,1,1,3
2013,76,4,2,3
2010,104,1,1,4
2011,92,1,1,1
2009,93,1,1,3
2011,100,1,1,3
2008,87,1,1,2
2014,91,2,2,1
2012,78,1,1,3
2002,120,1,1,1
2017,84,1,1,3
2010,97,1,1,2
2015,85,1,1,4
2005,125,1,2,3
2012,45,1,4,3
2012,98,1,1,3
2022,68,2,1,4
2012,83,1,1,3
2008,87,1,1,4
2010,60,1,1,2
2001,90,1,1,2
2017,99,1,1,3
2011,85,3,1,3
2014,85,1,1,3
2013,87,1,1,3
2007,47,3,4,3
2001,60,2,2,3
2017,97,1,1,3
2015,90,1,1,3
2011,90,17,1,2
2013,104,1,1,3
2010,44,1,1,3
2013,80,1,1,2
2020,79,1,1,2
2012,75,1,1,2
2013,90,4,1,2
2012,90,1,1,2
2007,47,1,1,3
2014,83,1,1,3
2010,78,1,1,2
2014,91,2,1,4
2016,114,3,1,3
2021,83,4,1,4
2001,114,1,1,1
2012,49,1,1,3
2013,105,1,1,2
2011,77,4,2,3
2016,80,1,1,2
2014,80,2,1,4
2015,72,1,1,3
2015,111,1,1,3
2011,175,1,1,4
2015,83,1,1,3
2011,93,1,1,3
2012,110,1,1,2
2010,75,1,1,3
2002,73,1,1,3
2009,92,19,6,3
2016,90,7,1,1
2003,80,2,1,3
2016,101,1,1,4
2014,58,2,1,4
2010,105,1,1,3
2010,116,1,1,2
2012,90,1,1,3
2008,80,1,1,2
2002,50,1,1,2
2014,74,7,4,3
2011,1,2,1,3
2015,76,2,1,3
2011,72,1,1,3
2006,96,1,1,1
2017,105,1,1,3
2012,49,1,1,1
2015,55,1,1,2
2004,73,1,1,3
2008,45,1,1,3
2011,78,1,1,3
2015,82,1,1,3
2006,76,1,1,2
2013,45,1,1,3
2009,107,2,1,2
2004,52,1,1,2
2008,85,1,1,2
2014,90,1,1,2
2011,51,1,1,2
2019,118,2,1,1
2015,93,2,2,1
2004,60,1,1,3
2005,123,1,1,3
2017,90,1,1,3
2016,75,1,1,2
2012,126,1,1,4
2009,50,1,1,3
2013,80,1,1,3
2012,63,1,1,3
2016,78,1,1,2
2011,69,2,1,3
2005,90,1,1,3
2009,90,1,1,4
2014,100,1,1,3
2018,68,1,1,3
2015,77,2,2,4
2012,98,1,1,2
2008,117,1,1,2
2017,96,1,1,2
2015,84,1,1,4
2011,90,1,1,3
2002,100,1,1,3
2014,82,1,1,3
2008,86,1,1,3
2018,90,2,2,2
2013,90,1,1,4
2011,91,2,1,3
2011,60,1,1,2
2013,129,1,1,4
2012,70,7,2,3
2011,98,2,1,3
2009,90,1,1,2
2010,73,1,1,3
2010,105,1,1,2
2006,80,1,1,2
2015,82,1,1,2
2014,80,2,1,3
2017,92,1,1,0
2006,87,1,1,3
2012,111,2,1,3
